NAME,STREET,NO,CITY,COUNTY,SOCIAL_SERVICE,TYPE,CATEGORY,CAPACITY,EMAIL,PHONE
Direcţia de Asistenţă Comunitară Sfântu Gheorghe,Șoimului,25,Sfântu Gheorghe,Covasna,Cantina socială,7,"b1, b2, b3, b4, b5",220,,0267/312118
Fundaţia S.O.S. Copiii Gorjului,Tudor Vladimirescu,75,Târgu Jiu,Gorj,Centrul SPES,4,B1,70,soscopiiigorjului@yahoo.com ,0253 216772
Asociaţia Fenyo Liget,,646,Suseni ,Harghita,Cămin pentru persoane vârstnice,1,B4,31,,
Direcţia de Asistenţă Comunitară,Vovideniei,5,Iași,Iași,Centrul de zi pentru persoane vârstnice Vovidenia,2,B4,,dac_iasi@yahoo.com,0232-206-344
Direcţia de Asistenţă Comunitară,Plăieșilor,9,Iași,Iași,Centrul de zi Prichindel,4,B1,50,dac_iasi@yahoo.com,0232-206-344
Direcţia de Asistenţă Comunitară,Dr. Th. Codrescu,6,Iași,Iași,Cămin de Pensionari Sfânta Cuvioasă Parascheva,1,B4,261,dac_iasi@yahoo.com,0232-206-344
Direcţia de Asistenţă Comunitară,Mihail Cornea,40-46,Iași,Iași,Cămin de bătrâni Sf. Constantin și Elena,1,B4,178,dac_iasi@yahoo.com,0232-206-344
Direcţia de Asistenţă Comunitară,,,Iași,Iași,Centrul de servicii integrate pentru victimele violenței în familie,2,"B1, B2, B3, B4, B5",15,,
Direcţia de Asistenţă Comunitară,Prof A. Șesan,3A,Iași,Iași,Centrul de social cu destinație multifuncțională Bucuria,2,B2,26,dac_iasi@yahoo.com,0232-206-344
Direcţia de Asistenţă Comunitară,C.A. Rosetti,30,Iași,Iași,Centrul de urgență pentru recuperare și integrare socială C.A. Rosetti,2,"B2, B3, B4",60,dac_iasi@yahoo.com,0232-206-344
Asociaţia Amicus,Principală,86,Ceauşu de Câmpie,Mureş,Cămin pentru persoane vârstnice Amicus,1,"B3, B4",102,"www.azildebatrani.com , csabavilmos@yahoo.com",0752-214-323 
Fundaţia Rheum Care,Pavel Chinezu,10,Târgu Mureş,Mureş,Centrul de zi de asistență și recuperare pentru persoane vârstnice,4,b4,20,office@rheumcare.ro,0265250793    
Primăria Comunei Măgherani - Compartiment Asistenţă Socială,Principală,111,Măgherani,Mureş,Cămin pentru persoane vârstnice Măgherani,1,b4,40,,
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Maramureş,Valea Tinei,2A,Baia Mare,Maramureș,Casa de tip familial Ferneziu,1,b1.4,12,dgaspcmm@baiamare.rdsnet.ro,262228999
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Maramureş,Alba Iulia,56,Baia Mare,Maramureș,Casa de tip familial Alba Iulia,1,"b1.3, b1.4, b2.1",12,dgaspcmm@baiamare.rdsnet.ro,262228999
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Maramureş,Liviu Rebreanu,83,Târgu Lăpuș,Maramureș,Casa de tip familial Liviu Rebreanu,1,"b1.3, b1.4, b2.1",12,dgaspcmm@baiamare.rdsnet.ro,262228999
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Maramureş,Dragoș Vodă,35,Sighetu Marmației,Maramureș,Centrul de recuperare pentru copilul cu handicap Sighetu Marmației,4,b1,36,dgaspcmm@baiamare.rdsnet.ro,262228999
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Maramureş,Țibleșului,1,Baia Mare,Maramureș,Centrul de recuperare și reabilitare a persoanelor cu handicap Țibleșului,1,"b2, b3",20,dgaspcmm@baiamare.rdsnet.ro,262228999
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Maramureș,Mihai Eminescu,13A,Sighetu Marmației,Maramureș,Casa de tip familial Mihai Eminescu,1,"b1.2, b1.3, b1.4",13,dgaspcmm@baiamare.rdsnet.ro,262228999
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Maramureș,Ștefan cel Mare,93,Sighetu Marmației,Maramureș,Casa de tip familial Ștefan cel Mare,1,"b1.2, b1.3, b1.4, b2.1",12,dgaspcmm@baiamare.rdsnet.ro,262228999
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Maramureș,George Coșbuc,5,Sighetu Marmației,Maramureș,Casa de tip familial George Coșbuc,1,"b1.2, b1.3, b1.4, b2.1",12,dgaspcmm@baiamare.rdsnet.ro,262228999
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Maramureș,Pandurilor,1A,Sighetu Marmației,Maramureș,Casa de tip familial Pandurilor,1,"b1.2, b1.3, b1.4",12,dgaspcmm@baiamare.rdsnet.ro,262228999
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Maramureș,Tompa,17B,Sighetu Marmației,Maramureș,Casa de tip familial Tompa,1,"b1.3, b1.4, b2.1",12,dgaspcmm@baiamare.rdsnet.ro,262228999
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Maramureș,Ilie Lazăr,27,Ocna Șugatag,Maramureș,Casa de tip familial nr. 2 Ocna Șugatag,1,"b1.3, b1.4, b2.1",12,dgaspcmm@baiamare.rdsnet.ro,262228999
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Maramureș,Cloșca,33,Sighetu Marmației,Maramureș,Centrul de recuperare și reabilitare a persoanelor adulte cu handicap Cloșca,1,b2,32,dgaspcmm@baiamare.rdsnet.ro,262228999
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Maramureș,Dragoș Vodă,144,Sighetu Marmației,Maramureș,Centrul de recuperare și reabilitare a persoanelor adulte cu handicap Dragoș Vodă,1,b2,12,dgaspcmm@baiamare.rdsnet.ro,262228999
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Maramureș,Bilașcu,1,Sighetu Marmației,Maramureș,Centrul de recuperare și reabilitare a persoanelor adulte cu handicap Bilașcu,1,b2,12,dgaspcmm@baiamare.rdsnet.ro,262228999
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Maramureș,Tisei,13,Sighetu Marmației,Maramureș,Centrul de recuperare și reabilitare a persoanelor adulte cu handicap Tisei,1,b2,13,dgaspcmm@baiamare.rdsnet.ro,262228999
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Maramureș,Progresului,17B,Baia Mare,Maramureș,Centrul de primire în regim de urgență pentru copiii străzii Baia Mare,2,B1,12,dgaspcmm@baiamare.rdsnet.ro,262228999
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Maramureş,Oltului,4A,Baia Mare,Maramureș,Casa de tip familial Oltului,1,"B1.3, B1.4, B2.1, B2.2",12,dgaspcmm@baiamare.rdsnet.ro,262228999
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Maramureş,13 decembrie,12A,Baia Mare,Maramureș,Casa de tip familial nr. 1 Baia Mare,1,"B1.3, B2.1",12,dgaspcmm@baiamare.rdsnet.ro,262228999
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Maramureş,Griviței,37,Baia Mare,Maramureș,Casa de tip familial nr. 3 Baia Mare,1,"B1.2, B1.3, B1.4, B2.1",12,dgaspcmm@baiamare.rdsnet.ro,262228999
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Maramureş,Dealul Florilor,16,Baia Mare,Maramureș,Casa de tip familial nr. 4 Baia Mare,1,"B1.2, B1.3, B1.4, B2.1",12,dgaspcmm@baiamare.rdsnet.ro,262228999
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Hunedoara,Victoriei,1,Brad,Hunedoara,Centrul de plasament Brad,2,"B1.2, B1.3, B1.4, B2.1",30,dgaspchd@gmail.com,0254/233341
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Hunedoara,Pinului,4A,Vulcan,Hunedoara,Centrul de plasament pentru copilul cu handicap Vulcan,2,"B1.2, B1.3, B1.4, B2.1",30,dgaspchd@gmail.com,0254/233341
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Hunedoara,N. Titulescu,64,Vulcan,Hunedoara,Rețea servicii de tip familial Valea Jiului - apartament familial Vulcan,2,"B1.2, B1.3, B1.4, B2.1",6,dgaspchd@gmail.com,0254/233341
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Hunedoara,Ștrandului,8A,Hunedoara,Hunedoara,Centrul de plasament pentru copilul cu handicap Hunedoara,2,"B1.2, B1.3, B1.4, B2.1",30,dgaspchd@gmail.com,0254/233341
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Hunedoara,Tineretului,10A,Lupeni,Hunedoara,Centrul de plasament Lupeni,2,"b1.2, b1.3, b1.4, b2.1",30,dgaspchd@gmail.com,0254/233341
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Hunedoara,Principală,214,Brănișca,Hunedoara,Centrul de îngrijire și asistență Brănișca,2,"b2, b3, b4",70,dgaspchd@gmail.com,0254/233341
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Hunedoara,Romanilor,216,Geoagiu,Hunedoara,Centrul de îngrijire și asistență Geoagiu,2,"b2, b3, b4",50,dgaspchd@gmail.com,0254/233341
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Hunedoara,Nicolae Titulescu,4,Petrila,Hunedoara,Centrul de îngrijire și asistență Petrila,2,"b2, b3, b4",50,dgaspchd@gmail.com,0254/233341
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Hunedoara,Privighetorilor,18,Brad,Hunedoara,Centrul de îngrijire și asistență Brad,2,"b2.2, b3, b4",38,dgaspchd@gmail.com,0254/233341
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Hunedoara,1848,23,Hunedoara,Hunedoara,Casa familială pentru copii cu dizabilități Hunedoara,2,"b1.2, b1.3, b1.4, b2.1",33,dgaspchd@gmail.com,0254/233341
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Hunedoara,Erou Ovidiu Munteanu,8,Orăștie,Hunedoara,Locuința protejată Orăștie,3,"b2, b3, b4",7,dgaspchd@gmail.com,0254/233341
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Hunedoara,,70,Pui,Hunedoara,Cămin pentru persoane vârstnice Pui,1,b4,20,dgaspchd@gmail.com,0254/233341
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Hunedoara,Mică,55,Turdaș,Hunedoara,Locuința protejată  Pricaz 55,3,"b2, b3, b4",7,dgaspchd@gmail.com,0254/233341
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Hunedoara,Principală,154,Turdaș,Hunedoara,Locuința protejată Pricaz 154,3,"b2, b3, b4",7,dgaspchd@gmail.com,0254/233341
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Hunedoara,1848,23,Hunedoara,Hunedoara,Centrul specializat pentru copii cu dizabilități Hunedoara,2,"b1.1, b1.2",15,dgaspchd@gmail.com,0254/233341
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Hunedoara,1848,23,Hunedoara,Hunedoara,Centrul de recuperare pentru copii cu dizabilități Hunedoara,4,b1,60,dgaspchd@gmail.com,0254/233341
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Hunedoara,Hans Spalinger,7,Simeria,Hunedoara,Centrul cu profil ocupațional pentru persoane cu dizabilități Simeria,4,"b2, b3",30,dgaspchd@gmail.com,0254/233341
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Hunedoara,Scărișoara,3,Deva,Hunedoara,Centrul de primire în regim de urgență Deva,2,b1,15,dgaspchd@gmail.com,0254/233341
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Hunedoara,1848,23,Hunedoara,Hunedoara,Centrul maternal Hunedoara,2,"b1, b5",16,dgaspchd@gmail.com,0254/233341
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Hunedoara,Constantin Dobrogeanu Gherea,3,Orăștie,Hunedoara,Complex de servicii Orăștie - Centru de plasament Orăștie,2,"B1.2, B1.3, B1.4, B2.1",36,dgaspchd@gmail.com,0254/233341
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Hunedoara,N. Titulescu,14A,Petroșani,Hunedoara,Centrul specializat de zi pentru resocializarea copilului predelicvent și delicvent provenit din familii dezorganizate Petroșani,4,"B1.3, B1.4",15,dgaspchd@gmail.com,0254/233341
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Hunedoara,Principală,93,Totești,Hunedoara,Centrul de îngrijire și asistență nr. 2 Păclișa,2,"b2, b3, b4",65,dgaspchd@gmail.com,0254/233341
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Hunedoara,Principală,93,Totești,Hunedoara,Centrul de îngrijire și asistență nr. 3 Păclișa,1,"b2, b3, b4",70,dgaspchd@gmail.com,0254/233341
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Hunedoara,,54,Bretea Română,Hunedoara,Centrul de îngrijire și asistență Bretea Strei,2,"b2, b3",32,dgaspchd@gmail.com,0254/233341
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Hunedoara,Principală,93,Totești,Hunedoara,Centrul de îngrijire și asistență nr. 1 Păclișa,2,"b2, b3, b4",65,dgaspchd@gmail.com,0254/233341
Fundaţia pentru Sprijinul Familiilor cu Mulţi Copii Aflate în Situaţie de Risc Social din Județul Galați Familia,Barboși,6,Galaţi,Galaţi,Centrul de zi pentru copii aflați în dificultate,4,"B1.3, B1.4",50,,
Fundaţia pentru Sprijinul Familiilor cu Mulţi Copii Aflate în Situaţie de Risc Social din Județul Galați Familia,,,Galaţi,Galaţi,Centrul de recuperare pentru victimele violenței domestice,2,"B1.2, B1.3, B1.4, B2.1, B3, B5",20,,
Penitenciarul Poarta Albă,Coloniilor,2A,Poarta Albă,Constanţa,Serviciul educație și asistență psihosocială,10,"B1.4, B2, B3, B4",1716,ppalba@anp.gov.ro,241853777
 Primăria Oraşului Covasna - Direcţia de Asistenţă Socială,Piliske,1,Covasna,Covasna,Centrul de zi de informare și consiliere ,4,"b2, b3, b4, b5",5,,-340228
Penitenciarul Târgu Mureş,Retezatului,7,Târgu Mureş,Mureş,Serviciul educație și asistență psihosocială,10,"b2, b3, b4",165,ptgmures@anp.gov.ro,0265-264-276
Asociaţia Multifuncţională Filantropică Sfântul Spiridon Galaţi,Sfântul Spiridon,13,Galați,Galați,Cantina socială,7,B1,70,arhiepiscopia@edj.ro,236460014
Asociaţia Societatea Handicapaţilor Zalău,Sfânta Vineri,10C,Zalău,Sălaj,Centrul de zi,4," b2, b3",15,,0260 610 665
Asociaţia Crown Child Placement,Ecaterina Varga,51,Sighișoara,Mureș,Casa de tip familial,1,B1,5,crownromania@gmail.com,746058992
Fundaţia Centrul Creştin Social Medical de Zi Sighişoara,Târnavei,45,Sighişoara,Mureş,Centrul de zi pentru persoane vârstnice,4,B4,40,centrulcrestin_mz@yahoo.com,745302588
Penitenciarul Craiova,Vasile Alecsandri,89,Craiova,Dolj,Asistență psihosocială și educație,10,"B2, B3, B4",126,pcraiova@anp.gov.ro ,(0251) 424-090
Asociaţia Congregaţia Surorilor Franciscane Misionare de Assisi Filiala Huşi,Melchisedec,4,Huşi,Vaslui,Centrul de zi Sfântul Anton Huși,4,b1,100,editor@ercis.ro,232212003
Asociaţia Congregaţia Surorilor Franciscane Misionare de Assisi Filiala Huşi,Melchisedec,5-9,Huşi,Vaslui,Centrul rezidențial O rază de soare,1,b2,22,editor@ercis.ro,232212003
Centrul Diecezan Caritas Iaşi,Oltea Doamna,3,Iaşi,Iaşi,Centrul de resurse pentru copii și tineri Don Bosco,4,B1.3,30,contact@caritas-iasi.ro,0232 210 085
Centrul Diecezan Caritas Iaşi,Sărărie,134,Iaşi,Iaşi,Centrul de plasament Sfântul Iosif ,2,"B1.3, B1.4, B2.1",15,contact@caritas-iasi.ro,0232 210 085
Centrul Diecezan Caritas Iaşi,Sărărie,134,Iaşi,Iaşi,Centrul de resurse pentru familii,4,B5,5,contact@caritas-iasi.ro,0232 210 085
Centrul Diecezan Caritas Iaşi,Sărărie,134,Iaşi,Iaşi,Centrul de îngrijire la domiciliu Iași,5,"B3, B4",100,contact@caritas-iasi.ro,0232 210 085
Centrul Diecezan Caritas Iaşi,,,Mircești,Iaşi,Centrul de îngrijire la domiciliu Iugani,5,"B3, B4",95,contact@caritas-iasi.ro,0232 210 085
Centrul Diecezan Caritas Iaşi,Griviței,1,Roman,Neamţ,Centrul de îngrijire la domiciliu Roman,5,"B3, B4",100,contact@caritas-iasi.ro,0232 210 085
Centrul Diecezan Caritas Iaşi,Moldovei,9,Bacău,Bacău,Centrul de îngrijire la domiciliu Bacău,5,"B3, B4",60,contact@caritas-iasi.ro,0232 210 085
Centrul Diecezan Caritas Iaşi,Mărului,50,Pârgărești,Bacău,Centrul de îngrijire la domiciliu Pârgărești,5,"B3, B4",90,contact@caritas-iasi.ro,0232 210 085
Centrul Diecezan Caritas Iaşi,Corni,25,Huși,Vaslui,Centrul de îngrijire la domiciliu Huși,5,"B3, B4",100,contact@caritas-iasi.ro,0232 210 085
Centrul Diecezan Caritas Iaşi,Tudor Vladimirescu,14,Suceava,Suceava,Centrul de îngrijire la domiciliu Suceava,5,"B3, B4",100,contact@caritas-iasi.ro,0232 210 085
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Galaţi,Furnaliștilor,7,Galaţi,Galaţi,Adăpost de zi și de noapte pentru copiii străzii Galați,2,"B1.2, B1.3, B1.4",15,secretariat@dgaspc.ro,0236-311-086
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Galaţi,Traian,203,Galaţi,Galaţi,Centrul de pregătire pentru o viață independentă Dragoș Galați,2,B2,20,secretariat@dgaspc.ro,0236-311-086
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Galaţi,8 Martie,23,Galaţi,Galaţi,Locuință protejată nr. 1 Cătălina,3,B2,9,secretariat@dgaspc.ro,0236-311-086
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Galaţi,Furnaliștilor,7,Galaţi,Galați,Centrul de recuperare și reabilitare a persoanelor cu handicap 2,1,"B2.1, B2.2, B3",35,secretariat@dgaspc.ro,0236-311-086
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Galaţi,Brăilei,138B,Galaţi,Galaţi,Centrul maternal,2,"B1.1, B1.4, B2, B3, B5",9,secretariat@dgaspc.ro,0236-311-086
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Galați,Dunărea,60,Galați,Galați,Casa Ana,1,"b1.2, b1.3, b1.4, b2.1",8,secretariat@dgaspc.ro,0236-311-086
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Galați,1 Decembrie 1918,119,Tecuci,Galați,Casa de tip familial Speranța Tecuci,1,b1,8,secretariat@dgaspc.ro,0236-311-086
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Galați,Strungarilor,2,Galați,Galați,Casa Cireșarii,1,"b1, b2",8,secretariat@dgaspc.ro,0236-311-086
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Galați,Lebedei,11,Galați,Galați,Casa Ștefan,1,"b1, b2",8,secretariat@dgaspc.ro,0236-311-086
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Galați,Siderurgiștilor,44,Galați,Galați,Casa Aurora,1,"b1, b2",8,secretariat@dgaspc.ro,0236-311-086
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Galați,Cluj,7,Galați,Galați,Casa Tudor,1,"b1, b2",8,secretariat@dgaspc.ro,0236-311-086
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Galați,Laminoriștilor,10,Galați,Galați,Casa Monica,1,"b1, b2",8,secretariat@dgaspc.ro,0236-311-086
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Galați,Feroviarilor,3,Galați,Galați,Casa Floare de Colț,1,"b1, b2",8,secretariat@dgaspc.ro,0236-311-086
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Galaţi,C-tin Levaditti,3,Galaţi,Galaţi,Casa Miruna,1,"b1, b2",8,secretariat@dgaspc.ro,0236-311-086
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Galaţi,Combinatului,1,Galaţi,Galaţi,Casa Andrei,1,"b1, b2",8,secretariat@dgaspc.ro,0236-311-086
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Galaţi,Mihail Sadoveanu,10,Galaţi,Galaţi,Centrul de recuperare și reabilitare a persoanelor cu handicap nr. 1,1,B2,36,secretariat@dgaspc.ro,0236-311-086
Asociaţia Persoanelor cu Handicap Sporting Club Galaţi,Nae Leonard,34,Galați,Galați,Centrul de zi,4,"b2, b3, b4",,aphsportingclub@yahoo.com,0236/468685
Asociaţia Persoanelor cu Handicap Sporting Club Galaţi,Nae Leonard,34,Galați,Galați,Centrul de pregătire pentru o viață independentă,4,"b2, b3, b4",,aphsportingclub@yahoo.com,0236/468685
Fundaţia Cara Bella International,Acad. Şerban Cioculescu,32,Găeşti,Dâmboviţa,Centrul rezidențial de tip familial pentru copiii cu dizabilități,1,B1,28,,
Fundaţia Cara Bella International,Acad. Şerban Cioculescu,32,Găeşti,Dâmboviţa,Centrul de zi pentru copii preșcolari și școlari proveniți din familii defavorizate,4,b1,20,,
Arhiepiscopia Dunării de Jos,Domnească,104,Galaţi,Galaţi,Cantina socială Sfântul Nicolae ,7,"B1, B2, B3, B4, B5",60,arhiepiscopia@edj.ro,236460014
Asociaţia Osteuropa Hilfe Haus Betania,Catedralei,15,Uricani,Hunedoara,Casa de tip familial Casa Betania,2,"b1, b2",25,,254511970
Asociaţia Provita Târgovişte 2003,10 Mai,15,Târgovişte,Dâmboviţa,Servicii de îngrijire la domiciliu pentru persoane vârstnice,5,,220,asprovita2003@yahoo.com,0245/217-519
Fundaţia Catedrala Eroilor Târgovişte,I.C. Brătianu,57,Târgovişte,Dâmboviţa,Cămin pentru persoane vârstnice ,2,b4,30,,
Primăria Oraşului Borşa,Ștrandului,36,Borșa,Maramureș,Centrul multifuncțional de zi pentru vârstnici,4,B4,24,primariaborsamm@yahoo.ro,0262-342322
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Covasna,Presei,8A,Sfântu Gheorghe,Covasna,Serviciul asistență maternală ,5,"b1, b2",284,monitorizare@protectiasociala.ro,0267-314-660
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Covasna,,62,Chilieni,Covasna,Centru de reabilitare a copiilor cu handicap Szekely Potsa,4,"b1, b5",24,monitorizare@protectiasociala.ro,0267-314-660
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Covasna,Kossuth Lajos,180,Baraolt,Covasna,Casa familială Baraolt,1,"b1, b2",12,monitorizare@protectiasociala.ro,0267-314-660
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Covasna,Ady Endre,13,Târgu Secuiesc,Covasna,Centrul de îngrijire și asistență pentru persoane cu handicap Târgu Secuiesc,1,b2,26,monitorizare@protectiasociala.ro,0267-314-660
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Covasna,Principală,95,Bodoc,Covasna,Centrul de plasament nr. 6 Olteni,1,"b1, b2",90,monitorizare@protectiasociala.ro,0267-314-660
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Covasna,Pescarilor,34,Sfântu Gheorghe,Covasna,Casa familială nr. 1 Sfântu Gheorghe,1,"b1, b2",12,monitorizare@protectiasociala.ro,0267-314-660
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Covasna,Cișmelei,2A,Sfântu Gheorghe,Covasna,Casa familială nr. 2 Sfântu Gheorghe,1,"b1, b2",12,monitorizare@protectiasociala.ro,0267-314-660
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Covasna,Victor Babeș,14,Sfântu Gheorghe,Covasna,Casa familială nr. 3 Sfântu Gheorghe,1,"b1, b2",9,monitorizare@protectiasociala.ro,0267-314-660
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Covasna,Principală,46,Ilieni,Covasna,Casa familială Ilieni,1,"b1, b2",12,monitorizare@protectiasociala.ro,0267-314-660
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Covasna,Kanta,341,Mereni,Covasna,Casa familială Mereni,1,"b1, b2",13,monitorizare@protectiasociala.ro,0267-314-660
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Covasna,Cernatului,8A,Târgu Secuiesc,Covasna,Casa familială Târgu Secuiesc,1,B1,12,monitorizare@protectiasociala.ro,0267-314-660
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Covasna,Aviatorului,3A,Întorsura Buzăului,Covasna,Casa familială Întorsura Buzăului,1,"b1, b2",12,monitorizare@protectiasociala.ro,0267-314-660
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Covasna,Principală,574A,Tinoasa,Covasna,Casa familială Tinoasa,1,b1,12,monitorizare@protectiasociala.ro,0267-314-660
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Covasna,Talamer,1101A,Cernat,Covasna,Casa familială Cernat,1,"b1, b2",24,monitorizare@protectiasociala.ro,0267-314-660
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Covasna,Borviz,70A,Sfântu Gheorghe,Covasna,Centrul de primire în regim de urgență Prinț și cerșetor Sfântu Gheorghe,1,"b1, b2",15,monitorizare@protectiasociala.ro,0267-314-660
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Covasna,Hatarer,2,Târgu Secuiesc,Covasna,Centrul de reabilitare Târgu Secuiesc,4,b1,35,monitorizare@protectiasociala.ro,0267-314-660
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Covasna,,,Târgu Secuiesc,Covasna,Centrul de primire în regim de urgență pentru victime ale violenței în familie,2,"b1, b2, b3, b4, b5",12,,
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Covasna,Andrei Șaguna,420,Hăghig,Covasna,Cămin pentru persoane vârstnice Hăghig,1,,,monitorizare@protectiasociala.ro,0267-314-660
Asociaţia Pro Christo et Ecclesia Filiala Târgu Mureș,Hegyi Lajos,9,Târgu Mureş,Mureş,Servicii sociale de îngrijire la domiciliu pentru vârstnici Adoptă o bunică !,5,B4,110,cemaros@rdslink.ro,265232591
Fundaţia Pro Vita,Berzei,3,Baia Mare,Maramureş,Cămin de tineret,2,B2,36,gy.viragh@FundatiaProVita.ro,0735-500-531 
Primăria Oraşului Sărmaşu - Serviciul Public de Asistenţă Socială,Republicii,106-110, Sărmaşu,Mureş,Cămin pentru persoane vârstnice Sărmaşu,1,"B3, B4",30,,
Asociaţia Pro Christo et Ecclesia - Filiala Târgu Mureş,Călărașilor,86,Târgu Mureş,Mureş,Cămin Dorcas - cămin rezidențial de tip familial cuprinzând copii și tineri care urmează să părăsească sistemul de protecție a copilului,1,"b1, b2",9,,
Asociaţia Română pentru Educaţie şi Dezvoltare,Const. Brâncoveanu,269,Șotânga,Dâmboviţa,Centrul rezidențial de tip familial Șotânga,1,"b1.2, b1.3, b1.4",14,,
Asociaţia Română pentru Educaţie şi Dezvoltare,Const. Brâncoveanu,269,Șotânga,Dâmboviţa,Centrul de zi pentru copii comuna Șotânga,4,b1,12,,
Direcţia de Asistenţă Socială Târgovişte,Lt. Stancu Ion,35,Târgovişte,Dâmboviţa,Centrul de zi pentru copii cu autism și sindrom Down Sfânta Maria,4,b1,10,dastargoviste@yahoo.com,0372764 98
Direcţia de Asistenţă Socială Târgovişte,Ion Ghica,2,Târgoviște,Dâmboviţa,Centrul de zi pentru copii cu dizabilități,4,"b1.2, b1.3, b1.4, b5",124,dastargoviste@yahoo.com,0372764 98
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Iaşi,Principală,,Miroslovești,Iași,Centrul de tip familial Verșeni,2,B1,36,dasiasi@iasi.rdsmail.ro,0232477731 
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Iaşi,,,Popricani,Iași,Centrul de integrare prin terapie ocupațională Popricani,1,B2,42,dasiasi@iasi.rdsmail.ro,0232477731 
